"","PrimaryKey","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD"
"25744","18112314482833062018-09-01",4.104458737,24.67531122,11.0403968,11.90015286,6.066467144,9.23e-06,0.001339417,0.000115527,0.00031064,0.000502413,1.42e-06,0.000206499,1.78e-05,4.79e-05,7.75e-05,2.76e-06,0.000400498,3.45e-05,9.29e-05,0.000150227,6.46e-06,0.0009384,8.09e-05,0.000217636,0.000351999
"25745","18112321435962012018-09-01",2.019146307,7.066977422,3.66389321,3.983258562,1.582200946,1.24e-06,0.000164892,9.76e-06,2.93e-05,5.39e-05,1.91e-07,2.54e-05,1.51e-06,4.52e-06,8.31e-06,3.71e-07,4.93e-05,2.92e-06,8.76e-06,1.61e-05,8.69e-07,0.000115526,6.84e-06,2.05e-05,3.78e-05
"25746","18112612083180012018-09-01",0.001387905,0.06519126,0.010881935,0.020444513,0.027091169,1.84e-11,2.73e-07,2.06e-09,7.34e-08,3.16e-07,1.03e-14,1.54e-10,1.15e-12,4.13e-11,1.78e-10,2.36e-13,3.51e-09,2.64e-11,9.43e-10,4.07e-09,6.23e-12,9.24e-08,6.96e-10,2.48e-08,1.07e-07
"25747","18112613445331732018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25750","18112709440799872018-09-01",4.290642359,21.36079379,9.900199563,10.92084127,5.266139138,7.69e-06,0.000989513,8.76e-05,0.000231765,0.000388264,4.33e-09,6.32e-07,5.04e-08,1.37e-07,2.38e-07,9.88e-08,1.29e-05,1.13e-06,2.99e-06,5.04e-06,2.6e-06,0.000334742,2.96e-05,7.84e-05,0.000131326
"25752","18112713143637632018-09-01",0.005165407,0.435899741,0.071307433,0.129569953,0.150680047,2.2e-10,6.94e-06,5.92e-08,1.2e-06,3.48e-06,1.22e-13,3.97e-09,3.32e-11,6.83e-10,1.98e-09,2.82e-12,8.95e-08,7.61e-10,1.55e-08,4.48e-08,7.44e-11,2.35e-06,2e-08,4.07e-07,1.18e-06
"25754","18112809100042272018-09-01",15.14787446,45.46646518,26.06112157,27.99259594,9.397746542,3.28e-05,0.001188854,0.000204646,0.000351675,0.000445199,4.92e-06,0.000178062,3.07e-05,5.27e-05,6.67e-05,9.52e-06,0.000344457,5.93e-05,0.000101897,0.000129005,2.3e-05,0.000833122,0.000143411,0.00024645,0.000312004
"25755","18112810334652662018-09-01",0.000111348,0.080713714,0.007486404,0.020324889,0.034054619,3.04e-13,7.66e-07,2.31e-09,1.85e-07,8e-07,5.39e-14,1.36e-07,4.11e-10,3.28e-08,1.42e-07,9.41e-14,2.37e-07,7.17e-10,5.72e-08,2.48e-07,2.13e-13,5.39e-07,1.63e-09,1.3e-07,5.63e-07
"25756","18112813221936782018-09-01",14.48219888,48.28436839,26.67292026,28.14079936,10.60007414,6.21e-05,0.003150387,0.00045855,0.000890197,0.001258123,9.57e-06,0.000485698,7.07e-05,0.00013724,0.000193951,1.86e-05,0.000941994,0.00013711,0.000266178,0.000376196,4.35e-05,0.00220717,0.000321261,0.000623682,0.000881491
"25757","18112908551958792018-09-01",18.06382845,70.23419674,35.1658224,39.2899429,16.93543133,7.2e-05,0.003474615,0.000561731,0.001099468,0.001605096,4.08e-08,2.12e-06,3.2e-07,6.66e-07,1.07e-06,9.26e-07,4.5e-05,7.24e-06,1.42e-05,2.1e-05,2.43e-05,0.001175193,0.000189946,0.000371856,0.000543074
"25758","18113013263220532018-09-01",7.377359973,29.90083417,14.63696657,16.05715209,7.218698591,2.84e-05,0.00344254,0.000278348,0.000753194,0.001315606,5.05e-06,0.000611893,4.95e-05,0.000133874,0.000233848,8.81e-06,0.001067137,8.63e-05,0.000233467,0.000407854,2e-05,0.002421237,0.000195757,0.000529731,0.000925337
"25761","18120311184581232018-09-01",0.049008761,0.4586371,0.161634837,0.19077827,0.123197575,9.01e-09,4.4e-06,1.82e-07,8.98e-07,1.86e-06,2.09e-11,1.04e-08,4.26e-10,2.13e-09,4.43e-09,3.1e-10,1.52e-07,6.27e-09,3.1e-08,6.43e-08,3.93e-09,1.92e-06,7.93e-08,3.92e-07,8.12e-07
"25763","18120410252143452018-09-01",0.140619825,1.006540101,0.38036483,0.438492784,0.262231931,1.05e-07,4.06e-05,1.68e-06,6.87e-06,1.34e-05,1.61e-08,6.26e-06,2.59e-07,1.06e-06,2.06e-06,3.13e-08,1.21e-05,5.02e-07,2.05e-06,4e-06,7.33e-08,2.85e-05,1.18e-06,4.81e-06,9.38e-06
"25764","18120611351943022018-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28988","NMA01000_2019_ArroyoLuc_012019-09-01",21.5055859,91.04054684,46.70950285,49.67352623,20.06537739,0.00010832,0.007646871,0.000927746,0.002015921,0.002806719,6.12e-08,4.63e-06,5.43e-07,1.21e-06,1.76e-06,1.39e-06,9.91e-05,1.19e-05,2.61e-05,3.65e-05,3.66e-05,0.002586285,0.000313707,0.00068179,0.0009494
"29110","NML00000_2019_Bottom_0102019-09-01",0.64702838,3.749521437,1.421756859,1.681574134,0.939052737,2.91e-07,0.000101967,3.59e-06,1.85e-05,4.22e-05,5.17e-08,1.81e-05,6.38e-07,3.29e-06,7.5e-06,9.01e-08,3.16e-05,1.11e-06,5.74e-06,1.31e-05,2.05e-07,7.17e-05,2.52e-06,1.3e-05,2.97e-05
"29111","NML00000_2019_Bottom_0112019-09-01",25.45332773,92.7405071,47.39875271,52.23544687,21.64134661,0.000733195,0.024158296,0.004474209,0.007986105,0.010463613,0.000130314,0.004293895,0.000795226,0.001419536,0.001860231,0.000227233,0.007488034,0.00138669,0.002475868,0.003245866,0.000515632,0.016990572,0.003146602,0.005617135,0.007361547
"29112","NML00000_2019_Bottom_0122019-09-01",0.345414624,1.728114477,0.734692648,0.831416278,0.424642619,7.42e-08,2.16e-05,8.41e-07,3.58e-06,7.62e-06,4.21e-11,1.3e-08,4.88e-10,2.08e-09,4.43e-09,9.55e-10,2.81e-07,1.08e-08,4.62e-08,9.83e-08,2.51e-08,7.31e-06,2.84e-07,1.21e-06,2.58e-06
"29113","NML00000_2019_GLoam_1102019-09-01",0.000126405,0.08493937,0.007597937,0.021308977,0.036039685,5.52e-13,9.55e-07,3.31e-09,2.61e-07,1.17e-06,9.81e-14,1.7e-07,5.88e-10,4.63e-08,2.09e-07,1.71e-13,2.96e-07,1.02e-09,8.08e-08,3.64e-07,3.88e-13,6.72e-07,2.33e-09,1.83e-07,8.26e-07
"29114","NML00000_2019_GLoam_1112019-09-01",0.122249593,1.230685008,0.376069111,0.480700466,0.356761045,1.98e-08,1.68e-05,4.38e-07,3.37e-06,8.44e-06,1.11e-11,9.74e-09,2.48e-10,1.93e-09,4.82e-09,2.55e-10,2.16e-07,5.64e-09,4.34e-08,1.09e-07,6.7e-09,5.68e-06,1.48e-07,1.14e-06,2.85e-06
"29115","NML00000_2019_GLoam_1122019-09-01",0.497663677,4.834374472,1.471349893,1.859076065,1.288273145,1.42e-07,9.95e-05,2.84e-06,1.63e-05,3.43e-05,7.99e-11,5.99e-08,1.6e-09,9.39e-09,2e-08,1.83e-09,1.29e-06,3.65e-08,2.1e-07,4.42e-07,4.82e-08,3.37e-05,9.59e-07,5.5e-06,1.16e-05
"29116","NML00000_2019_Gravel_0622019-09-01",1.311163746,11.55689977,3.997391897,4.798234305,3.137393393,1.97e-06,0.000882714,3.78e-05,0.000166935,0.00032782,1.11e-09,5.09e-07,2.13e-08,9.71e-08,1.94e-07,2.54e-08,1.14e-05,4.86e-07,2.15e-06,4.24e-06,6.67e-07,0.000298493,1.28e-05,5.65e-05,0.000110865
"29117","NML00000_2019_Gravel_0632019-09-01",0.24057929,1.34698524,0.59439485,0.66551038,0.34789963,1.16e-07,2.66e-05,1.46e-06,4.78e-06,8.87e-06,6.54e-11,1.55e-08,8.38e-10,2.8e-09,5.3e-09,1.5e-09,3.44e-07,1.88e-08,6.17e-08,1.15e-07,3.94e-08,9.01e-06,4.94e-07,1.62e-06,3e-06
"29118","NML00000_2019_Gravel_0642019-09-01",0.705919488,2.459506985,1.360203888,1.44129307,0.560969933,1.28e-06,5.83e-05,9.28e-06,1.71e-05,2.33e-05,7.28e-10,3.41e-08,5.28e-09,1.03e-08,1.52e-08,1.65e-08,7.53e-07,1.2e-07,2.21e-07,3.04e-07,4.33e-07,1.97e-05,3.14e-06,5.78e-06,7.89e-06
"29119","NML00000_2019_Gravel_0652019-09-01",0.064436209,2.275518923,0.389258844,0.679439912,0.72816482,6.64e-09,5.53e-05,5.33e-07,9.11e-06,2.55e-05,1.02e-09,8.53e-06,8.22e-08,1.4e-06,3.94e-06,1.98e-09,1.65e-05,1.59e-07,2.72e-06,7.64e-06,4.65e-09,3.88e-05,3.74e-07,6.38e-06,1.79e-05
"29120","NML00000_2019_Gravel_0662019-09-01",2.389536387,9.069244437,4.514705533,4.981330673,2.041663276,1.82e-06,0.000237297,1.35e-05,4.04e-05,7.58e-05,1.04e-09,1.36e-07,7.7e-09,2.38e-08,4.53e-08,2.34e-08,3.05e-06,1.74e-07,5.22e-07,9.81e-07,6.16e-07,8.02e-05,4.56e-06,1.37e-05,2.56e-05
"29121","NML00000_2019_Gravel_0672019-09-01",0.081333003,1.188409413,0.320364841,0.442264366,0.373714373,1.23e-08,1.94e-05,3.69e-07,3.66e-06,9.48e-06,6.87e-12,1.11e-08,2.11e-10,2.09e-09,5.4e-09,1.58e-10,2.5e-07,4.75e-09,4.71e-08,1.22e-07,4.15e-09,6.56e-06,1.25e-07,1.24e-06,3.2e-06
"29122","NML00000_2019_Gravel_0682019-09-01",1.519298494,7.407069014,3.478215899,3.772988738,1.795232077,2.3e-06,0.000358584,2.74e-05,7.51e-05,0.000128775,3.55e-07,5.53e-05,4.22e-06,1.16e-05,1.99e-05,6.88e-07,0.000107219,8.19e-06,2.25e-05,3.85e-05,1.61e-06,0.000251222,1.92e-05,5.26e-05,9.02e-05
"29123","NML00000_2019_GSand_1532019-09-01",3.315458828,13.78526482,6.80530123,7.416254793,3.303609533,7.66e-06,0.000877504,7.55e-05,0.000200364,0.000337474,1.18e-06,0.000135283,1.16e-05,3.09e-05,5.2e-05,2.29e-06,0.000262382,2.26e-05,5.99e-05,0.000100908,5.36e-06,0.000614789,5.29e-05,0.000140376,0.00023644
"29124","NML00000_2019_GSand_1542019-09-01",0.548843334,4.824262879,1.630993745,1.968700896,1.279614457,3.34e-07,0.00018342,6.24e-06,3.06e-05,6.04e-05,5.15e-08,2.83e-05,9.63e-07,4.72e-06,9.32e-06,9.98e-08,5.48e-05,1.87e-06,9.15e-06,1.81e-05,2.34e-07,0.000128507,4.37e-06,2.14e-05,4.23e-05
"29125","NML00000_2019_GSand_1552019-09-01",0.726909423,3.9163188,1.758931414,1.925466691,0.990376965,2.11e-06,0.000298487,2.58e-05,6.84e-05,0.000118754,3.76e-07,5.31e-05,4.58e-06,1.22e-05,2.11e-05,6.55e-07,9.25e-05,7.99e-06,2.12e-05,3.68e-05,1.49e-06,0.000209924,1.81e-05,4.81e-05,8.35e-05
"29126","NML00000_2019_GSand_1562019-09-01",0.806628521,3.631491669,1.767908441,1.894887593,0.863202603,1.24e-06,0.000214978,1.39e-05,3.91e-05,6.76e-05,1.9e-07,3.31e-05,2.14e-06,6.02e-06,1.04e-05,3.69e-07,6.43e-05,4.15e-06,1.17e-05,2.02e-05,8.66e-07,0.000150612,9.72e-06,2.74e-05,4.74e-05
"29127","NML00000_2019_Hills_2102019-09-01",0.049555907,1.17359181,0.262069928,0.380174655,0.341287941,2e-08,4.91e-05,1.05e-06,9.51e-06,2.21e-05,3.56e-09,8.72e-06,1.87e-07,1.69e-06,3.93e-06,6.21e-09,1.52e-05,3.26e-07,2.95e-06,6.85e-06,1.41e-08,3.45e-05,7.41e-07,6.69e-06,1.56e-05
"29128","NML00000_2019_Hills_2112019-09-01",0.021200963,0.325713697,0.084540619,0.114311353,0.092436559,6.69e-09,9.62e-06,2.28e-07,1.73e-06,4.01e-06,1.03e-09,1.48e-06,3.51e-08,2.67e-07,6.18e-07,2e-09,2.88e-06,6.82e-08,5.18e-07,1.2e-06,4.69e-09,6.74e-06,1.6e-07,1.21e-06,2.81e-06
"29129","NML00000_2019_Hills_2122019-09-01",1.224496144,4.523135105,2.361425972,2.546038871,1.040719361,7.36e-06,0.000566739,6.3e-05,0.000145106,0.000225913,1.31e-06,0.000100734,1.12e-05,2.58e-05,4.02e-05,2.28e-06,0.000175673,1.95e-05,4.5e-05,7e-05,5.18e-06,0.000398596,4.43e-05,0.000102057,0.000158904
"29130","NML00000_2019_Hills_2132019-09-01",1.368885272,6.02873853,2.859280685,3.1475219,1.47348542,3.18e-06,0.000477282,3.33e-05,9.97e-05,0.000179921,5.65e-07,8.48e-05,5.92e-06,1.77e-05,3.2e-05,9.85e-07,0.000147925,1.03e-05,3.09e-05,5.58e-05,2.24e-06,0.000335662,2.34e-05,7.02e-05,0.000126546
"29131","NML00000_2019_Hills_2142019-09-01",0.004963449,0.380027831,0.056177376,0.109064054,0.132259666,1.17e-10,3.67e-06,2.55e-08,6.57e-07,1.98e-06,6.48e-14,2.08e-09,1.42e-11,3.72e-10,1.12e-09,1.5e-12,4.72e-08,3.27e-10,8.45e-09,2.55e-08,3.95e-11,1.24e-06,8.62e-09,2.22e-07,6.71e-07
"29132","NML00000_2019_Hills_2152019-09-01",0.000662364,0.079671443,0.01089603,0.022480012,0.029140625,5.81e-12,4.92e-07,2.35e-09,8.09e-08,2.71e-07,1.34e-14,1.14e-09,5.44e-12,1.89e-10,6.32e-10,2e-13,1.69e-08,8.08e-11,2.78e-09,9.31e-09,2.53e-12,2.15e-07,1.02e-09,3.52e-08,1.18e-07
"29133","NML00000_2019_Hills_2162019-09-01",0.445958578,1.933065108,0.934794952,1.03112346,0.475287604,3.95e-07,5.96e-05,3.95e-06,1.14e-05,2.05e-05,7.03e-08,1.06e-05,7.02e-07,2.02e-06,3.65e-06,1.23e-07,1.85e-05,1.22e-06,3.52e-06,6.37e-06,2.78e-07,4.19e-05,2.78e-06,7.99e-06,1.44e-05
"29134","NML00000_2019_Hills_2172019-09-01",0.492967049,3.29706599,1.195667287,1.421913561,0.836121481,4.96e-07,0.000218319,7.38e-06,3.55e-05,7.24e-05,8.82e-08,3.88e-05,1.31e-06,6.32e-06,1.29e-05,1.54e-07,6.77e-05,2.29e-06,1.1e-05,2.25e-05,3.49e-07,0.000153557,5.19e-06,2.5e-05,5.09e-05
"29135","NML00000_2019_IgMtn_2602019-09-01",9.13e-07,0.012551717,0.000404117,0.00280551,0.006268154,2.11e-16,9.36e-08,5.17e-11,3.67e-08,2e-07,3.74e-17,1.66e-08,9.19e-12,6.52e-09,3.56e-08,6.53e-17,2.9e-08,1.6e-11,1.14e-08,6.21e-08,1.48e-16,6.58e-08,3.64e-11,2.58e-08,1.41e-07
"29136","NML00000_2019_IgMtn_2612019-09-01",4.75e-10,0.016399858,7.92e-05,0.003159817,0.009427574,2.45e-23,5.09e-08,5.65e-13,2.95e-08,2.07e-07,4.35e-24,9.05e-09,1e-13,5.25e-09,3.68e-08,7.58e-24,1.58e-08,1.75e-13,9.15e-09,6.41e-08,1.72e-23,3.58e-08,3.98e-13,2.08e-08,1.45e-07
"29137","NML00000_2019_Lime_3002019-09-01",0.081417441,1.157748689,0.322902061,0.426438799,0.339036937,2.02e-08,2.23e-05,6.29e-07,4.33e-06,9.39e-06,1.13e-11,1.29e-08,3.55e-10,2.49e-09,5.43e-09,2.6e-10,2.88e-07,8.08e-09,5.57e-08,1.21e-07,6.84e-09,7.54e-06,2.13e-07,1.46e-06,3.18e-06
"29138","NML00000_2019_Lime_3012019-09-01",0.002662483,0.136282717,0.018859464,0.039081201,0.051773292,3.36e-11,6.5e-07,4.13e-09,1.42e-07,5.46e-07,7.78e-14,1.51e-09,9.59e-12,3.3e-10,1.28e-09,1.15e-12,2.24e-08,1.42e-10,4.87e-09,1.88e-08,1.46e-11,2.83e-07,1.8e-09,6.17e-08,2.38e-07
"29139","NML00000_2019_Loam_3432019-09-01",0.001991446,0.65176828,0.064335445,0.164829003,0.261667272,2.07e-11,1.17e-05,3.91e-08,2.47e-06,9.49e-06,3.68e-12,2.08e-06,6.94e-09,4.38e-07,1.69e-06,6.41e-12,3.63e-06,1.21e-08,7.64e-07,2.94e-06,1.46e-11,8.24e-06,2.75e-08,1.73e-06,6.68e-06
"29140","NML00000_2019_Loam_3442019-09-01",2.918143178,10.86955673,5.540179345,5.983428596,2.507151247,3.42e-06,0.000581722,3.02e-05,9.94e-05,0.000186483,6.08e-07,0.000103393,5.37e-06,1.77e-05,3.31e-05,1.06e-06,0.000180293,9.36e-06,3.08e-05,5.78e-05,2.41e-06,0.000409111,2.12e-05,6.99e-05,0.000131158
"29143","NML00000_2019_Mal_3942019-09-01",1.789492945,6.276434327,3.419478593,3.598528136,1.403099728,4.16e-06,0.000300528,3.16e-05,7.14e-05,0.000110692,7.4e-07,5.34e-05,5.62e-06,1.27e-05,1.97e-05,1.29e-06,9.32e-05,9.8e-06,2.21e-05,3.43e-05,2.93e-06,0.000211365,2.22e-05,5.02e-05,7.79e-05
"29144","NML00000_2019_Mal_3952019-09-01",0.209461483,2.006464324,0.686886786,0.825316237,0.559948229,6.07e-08,3.61e-05,1.26e-06,7.27e-06,1.71e-05,1.08e-08,6.42e-06,2.24e-07,1.29e-06,3.04e-06,1.88e-08,1.12e-05,3.9e-07,2.25e-06,5.3e-06,4.27e-08,2.54e-05,8.84e-07,5.11e-06,1.2e-05
"29145","NML00000_2019_Mal_3962019-09-01",15.40871793,54.13895702,28.55204918,31.1629444,12.4410993,0.000114718,0.005027679,0.000740719,0.00153783,0.002350599,2.04e-05,0.000893652,0.000131652,0.000273344,0.00041785,3.56e-05,0.001558563,0.00022957,0.000476724,0.000728916,8.07e-05,0.003536164,0.000520929,0.001081618,0.001653495
"29146","NML00000_2019_Mal_3972019-09-01",0.172950613,1.792528325,0.581420054,0.718159814,0.509612407,5.48e-08,4.38e-05,1.26e-06,7.92e-06,1.84e-05,9.74e-09,7.79e-06,2.24e-07,1.41e-06,3.26e-06,1.7e-08,1.36e-05,3.91e-07,2.45e-06,5.69e-06,3.85e-08,3.08e-05,8.87e-07,5.57e-06,1.29e-05
"29147","NML00000_2019_Mal_3982019-09-01",0.277390506,1.653788311,0.717088221,0.794127572,0.417959979,4.85e-07,0.000119727,6.41e-06,2.09e-05,3.69e-05,8.63e-08,2.13e-05,1.14e-06,3.71e-06,6.56e-06,1.5e-07,3.71e-05,1.99e-06,6.47e-06,1.14e-05,3.41e-07,8.42e-05,4.51e-06,1.47e-05,2.6e-05
"29148","NML00000_2019_Mal_3992019-09-01",0.176499175,2.35313476,0.557933605,0.821067471,0.710288358,5.08e-08,8.3e-05,1.39e-06,1.54e-05,3.95e-05,9.03e-09,1.48e-05,2.47e-07,2.73e-06,7.02e-06,1.57e-08,2.57e-05,4.3e-07,4.77e-06,1.22e-05,3.57e-08,5.84e-05,9.75e-07,1.08e-05,2.78e-05
"29160","NML00000_2019_PTNM_4342019-09-01",0.776628888,3.632577465,1.697714049,1.846711174,0.861427279,1.64e-06,0.000230877,1.94e-05,5.22e-05,8.78e-05,2.53e-07,3.56e-05,2.99e-06,8.05e-06,1.35e-05,4.91e-07,6.9e-05,5.81e-06,1.56e-05,2.62e-05,1.15e-06,0.000161752,1.36e-05,3.66e-05,6.15e-05
"29161","NML00000_2019_Sandy_4972019-09-01",7.749825804,22.58175381,13.47135462,14.33117761,4.695227357,7.29e-06,0.000580431,4.19e-05,0.000108843,0.000194231,1.09e-06,8.69e-05,6.28e-06,1.63e-05,2.91e-05,2.11e-06,0.000168204,1.21e-05,3.15e-05,5.63e-05,5.11e-06,0.000406795,2.94e-05,7.63e-05,0.000136122
"29162","NML00000_2019_Sandy_4982019-09-01",6.786322442,29.94220909,15.00850001,15.94014121,6.824871626,9.11e-06,0.001142549,1e-04,0.000246943,0.000387259,1.36e-06,0.000171126,1.5e-05,3.7e-05,5.8e-05,2.64e-06,0.000331037,2.9e-05,7.15e-05,0.000112208,6.38e-06,0.000800667,7.01e-05,0.000173053,0.000271388
"29163","NML00000_2019_Sandy_4992019-09-01",19.12111694,83.53448395,39.40275349,43.20109928,19.44479502,7.43e-05,0.006076584,0.000675991,0.001553294,0.002523603,4.2e-08,3.57e-06,3.86e-07,9.27e-07,1.6e-06,9.55e-07,7.86e-05,8.71e-06,2.01e-05,3.29e-05,2.51e-05,0.002055158,0.000228582,0.000525317,0.000853664
"29164","NML00000_2019_Sandy_5002019-09-01",0.947754975,6.320305391,2.48222144,2.878318724,1.650396038,7.46e-07,0.000274638,1.12e-05,4.52e-05,8.53e-05,1.15e-07,4.23e-05,1.73e-06,6.97e-06,1.31e-05,2.23e-07,8.21e-05,3.36e-06,1.35e-05,2.55e-05,5.22e-07,0.000192416,7.88e-06,3.17e-05,5.97e-05
"29165","NML00000_2019_Sandy_5022019-09-01",0.856768334,4.176767194,1.835937751,2.063418439,1.024568154,5.44e-07,0.000134962,6.19e-06,2.55e-05,5.32e-05,9.66e-08,2.4e-05,1.1e-06,4.54e-06,9.45e-06,1.68e-07,4.18e-05,1.92e-06,7.92e-06,1.65e-05,3.82e-07,9.49e-05,4.36e-06,1.8e-05,3.74e-05
"29166","NML00000_2019_Sandy_5032019-09-01",4.776445276,17.34301794,9.353201458,10.00208286,4.07158781,8.06e-06,0.000577492,6.25e-05,0.000134947,0.000207231,1.24e-06,8.9e-05,9.64e-06,2.08e-05,3.19e-05,2.41e-06,0.000172675,1.87e-05,4.04e-05,6.2e-05,5.65e-06,0.000404592,4.38e-05,9.45e-05,0.000145193
"29167","NML00000_2019_Sandy_5042019-09-01",37.90600064,135.912212,70.33510717,77.72242555,31.69011234,0.000646083,0.022785373,0.003823367,0.007289772,0.010138086,0.000114831,0.004049903,0.000679543,0.001295753,0.001802293,0.000200234,0.007062675,0.001184946,0.002259933,0.003144493,0.000454368,0.01602517,0.002688854,0.005127307,0.007132153
"29168","NML00000_2019_Sandy_5052019-09-01",5.365540991,18.38616095,9.985477288,10.63575708,3.924297063,4.67e-06,0.00034199,3.97e-05,8e-05,0.000113361,7e-07,5.12e-05,5.95e-06,1.2e-05,1.7e-05,1.35e-06,9.91e-05,1.15e-05,2.32e-05,3.28e-05,3.28e-06,0.000239679,2.78e-05,5.61e-05,7.94e-05
"29169","NML00000_2019_Sandy_5062019-09-01",2.806705705,14.93704908,6.374443288,7.139711488,3.600147818,1.92e-06,0.0004819,2.32e-05,8.46e-05,0.000160364,1.08e-09,2.94e-07,1.33e-08,4.93e-08,9.43e-08,2.46e-08,6.22e-06,2.99e-07,1.09e-06,2.07e-06,6.48e-07,0.00016296,7.83e-06,2.86e-05,5.42e-05
"29170","NML00000_2019_Sandy_5072019-09-01",4.194299995,17.38433792,8.344650808,9.169966676,4.092102613,2e-05,0.001890629,0.000181643,0.000460891,0.000784559,3.55e-06,0.000336039,3.23e-05,8.19e-05,0.000139458,6.19e-06,0.000586006,5.63e-05,0.000142865,0.00024324,1.4e-05,0.001329676,0.000127743,0.000324154,0.00055184
"29171","NML00000_2019_Sandy_5082019-09-01",3.337486953,17.56031379,7.816180193,8.622309908,4.333844856,9.72e-06,0.00154499,0.000114421,0.000347142,0.000624921,1.73e-06,0.000274601,2.03e-05,6.17e-05,0.000111078,3.01e-06,0.000478847,3.55e-05,0.000107601,0.000193724,6.83e-06,0.001086562,8.05e-05,0.000244148,0.000439532
"29172","NML00000_2019_Shallow_5642019-09-01",10.76396726,47.41902734,22.63949354,24.4377517,10.89829446,2.24e-05,0.00285625,0.00023738,0.00062893,0.001057756,3.36e-06,0.000427812,3.56e-05,9.42e-05,0.00015843,6.49e-06,0.000827632,6.88e-05,0.000182227,0.000306486,1.57e-05,0.002001686,0.000166348,0.000440742,0.000741269
"29173","NML00000_2019_Shallow_5652019-09-01",17.92427042,60.16955186,33.32870761,35.9762543,13.71232099,5.99e-05,0.002550439,0.000420623,0.000794667,0.001116766,8.97e-06,0.000381998,6.3e-05,0.000119024,0.000167272,1.73e-05,0.000738973,0.000121868,0.000230252,0.000323605,4.2e-05,0.001787307,0.000294759,0.000556893,0.000782651
"29174","NML00000_2019_Shallow_5662019-09-01",0.515627161,5.278635583,1.684625549,2.066906597,1.431991198,5.28e-07,0.000328452,1.13e-05,6.45e-05,0.000133742,9.38e-08,5.84e-05,2.01e-06,1.15e-05,2.38e-05,1.64e-07,0.00010182,3.5e-06,2e-05,4.15e-05,3.71e-07,0.000231014,7.94e-06,4.54e-05,9.41e-05
"29175","NML00000_2019_Shallow_5672019-09-01",0.563643084,3.43164997,1.326712648,1.543950993,0.894234055,2.3e-07,9.49e-05,3.5e-06,1.86e-05,4.25e-05,4.08e-08,1.69e-05,6.22e-07,3.3e-06,7.56e-06,7.12e-08,2.94e-05,1.09e-06,5.76e-06,1.32e-05,1.62e-07,6.68e-05,2.46e-06,1.31e-05,2.99e-05
"29176","NML00000_2019_Shallow_5682019-09-01",7.227869235,25.59455067,13.39482957,14.74935877,5.951188283,2.62e-05,0.0015594,0.000206464,0.000424556,0.000664565,4.66e-06,0.000277166,3.67e-05,7.55e-05,0.000118132,8.13e-06,0.000483334,6.4e-05,0.000131607,0.000206059,1.84e-05,0.001096716,0.000145202,0.000298604,0.000467459
"29177","NML00000_2019_Shallow_5692019-09-01",0.28237219,2.897796293,0.773019975,1.030908424,0.769708963,6.72e-08,6.88e-05,1.4e-06,1.09e-05,2.52e-05,1.04e-08,1.06e-05,2.17e-07,1.68e-06,3.89e-06,2.01e-08,2.06e-05,4.2e-07,3.27e-06,7.54e-06,4.71e-08,4.82e-05,9.84e-07,7.65e-06,1.77e-05
"29178","NML00000_2020_Bottom_0132019-09-01",2.060360466,8.559512147,4.185295405,4.563551986,2.06215687,6.82e-06,0.00074505,6.6e-05,0.000167362,0.000282409,1.21e-06,0.000132424,1.17e-05,2.97e-05,5.02e-05,2.12e-06,0.000230926,2.05e-05,5.19e-05,8.76e-05,4.8e-06,0.000523988,4.64e-05,0.000117709,0.000198638
"29179","NML00000_2020_Bottom_0142019-09-01",6.862703609,22.27143813,12.51483715,13.39478508,4.981906412,3.72e-05,0.001517279,0.000260052,0.000474016,0.000651453,6.6e-06,0.000269687,4.62e-05,8.43e-05,0.000115805,1.15e-05,0.000470327,8.06e-05,0.000146946,0.000202019,2.61e-05,0.001067139,0.000182885,0.000333396,0.00045826
"29180","NML00000_2020_Bottom_0152019-09-01",3.299997733,11.74125308,6.249408652,6.743041048,2.824237869,3.87e-06,0.000292955,3.11e-05,7.32e-05,0.000120821,5.96e-07,4.52e-05,4.8e-06,1.13e-05,1.86e-05,1.16e-06,8.76e-05,9.31e-06,2.19e-05,3.61e-05,2.71e-06,0.000205243,2.18e-05,5.13e-05,8.47e-05
"29181","NML00000_2020_GLoam_1132019-09-01",0.00017253,0.198565784,0.013087196,0.046444384,0.082386902,3.1e-13,1.67e-06,3.54e-09,4.06e-07,1.7e-06,1.72e-16,9.37e-10,1.97e-12,2.28e-10,9.6e-10,3.98e-15,2.14e-08,4.55e-11,5.22e-09,2.19e-08,1.05e-13,5.63e-07,1.2e-09,1.37e-07,5.76e-07
