"","PrimaryKey","horizontal_flux_total_LPI","horizontal_flux_total_UPI","horizontal_flux_total_MD","horizontal_flux_total_MN","horizontal_flux_total_STD","vertical_flux_LPI","vertical_flux_UPI","vertical_flux_MD","vertical_flux_MN","vertical_flux_STD","PM1_LPI","PM1_UPI","PM1_MD","PM1_MN","PM1_STD","PM2_5_LPI","PM2_5_UPI","PM2_5_MD","PM2_5_MN","PM2_5_STD","PM10_LPI","PM10_UPI","PM10_MD","PM10_MN","PM10_STD"
"13347","1709220827555802017-09-01",5.17e-09,0.075564346,0.000641854,0.014453185,0.037770134,1.83e-21,4.26e-07,1.81e-11,2.03e-07,1.24e-06,3.25e-22,7.58e-08,3.22e-12,3.6e-08,2.2e-07,5.66e-22,1.32e-07,5.61e-12,6.28e-08,3.83e-07,1.29e-21,3e-07,1.27e-11,1.42e-07,8.69e-07
"13366","1710230836311152017-09-01",0.042664751,1.297308975,0.247570558,0.420392999,0.471854981,3.88e-09,3.02e-05,2.47e-07,5.56e-06,1.84e-05,6.9e-10,5.37e-06,4.39e-08,9.88e-07,3.27e-06,1.2e-09,9.37e-06,7.65e-08,1.72e-06,5.7e-06,2.73e-09,2.13e-05,1.74e-07,3.91e-06,1.29e-05
"13369","1710300819142502017-09-01",0.281001324,2.946708574,0.833102702,1.120686936,0.859647109,1.46e-07,0.000138403,3.03e-06,2.62e-05,6.39e-05,2.59e-08,2.46e-05,5.38e-07,4.65e-06,1.14e-05,4.52e-08,4.29e-05,9.38e-07,8.12e-06,1.98e-05,1.03e-07,9.73e-05,2.13e-06,1.84e-05,4.5e-05
"13372","1711131552179952017-09-01",0.099364245,1.662573235,0.409126034,0.596071057,0.54796047,2.65e-08,5.64e-05,9.96e-07,1.17e-05,3.46e-05,4.71e-09,1e-05,1.77e-07,2.08e-06,6.15e-06,8.21e-09,1.75e-05,3.09e-07,3.62e-06,1.07e-05,1.86e-08,3.97e-05,7e-07,8.22e-06,2.43e-05
"13377","1801041148192262017-09-01",0.007133412,0.028442047,0.013629547,0.01476571,0.006389422,3.99e-09,8.12e-07,3.49e-08,1.39e-07,3.01e-07,7.09e-10,1.44e-07,6.2e-09,2.48e-08,5.34e-08,1.24e-09,2.52e-07,1.08e-08,4.32e-08,9.32e-08,2.81e-09,5.71e-07,2.45e-08,9.8e-08,2.11e-07
"13379","1801050806219792017-09-01",1.572345211,5.049715756,2.848553876,3.054315095,1.125468874,9.27e-06,0.000413289,6.43e-05,0.000121507,0.00017398,1.65e-06,7.35e-05,1.14e-05,2.16e-05,3.09e-05,2.87e-06,0.000128108,1.99e-05,3.77e-05,5.39e-05,6.52e-06,0.000290672,4.52e-05,8.55e-05,0.000122383
"13562","1808031353185222018-09-01",0.007281366,0.565228026,0.094815208,0.176755817,0.221310596,8.5e-11,2.44e-06,2.21e-08,6.22e-07,2.46e-06,4.72e-14,1.38e-09,1.24e-11,3.51e-10,1.39e-09,1.09e-12,3.13e-08,2.84e-10,8e-09,3.16e-08,2.87e-11,8.24e-07,7.48e-09,2.1e-07,8.32e-07
"13623","1809061201383122018-09-01",2.495236071,13.45330421,5.920670634,6.540404199,3.340809412,6.67e-06,0.001056784,8.07e-05,0.000237226,0.00042393,1.19e-06,0.000187848,1.43e-05,4.22e-05,7.54e-05,2.07e-06,0.00032765,2.5e-05,7.35e-05,0.000131418,4.69e-06,0.000743326,5.68e-05,0.000166842,0.000298167
"13635","1809191332192062018-09-01",3.266776846,15.96445952,7.320325029,8.077443244,3.92529526,7.38e-06,0.001091842,8.53e-05,0.000243481,0.000427034,1.31e-06,0.000194061,1.52e-05,4.33e-05,7.59e-05,2.29e-06,0.000338406,2.64e-05,7.55e-05,0.000132382,5.19e-06,0.000767877,6e-05,0.000171242,0.000300353
"13644","1810030747064042018-09-01",8.96802773,28.47106357,15.90240231,16.78831163,5.855118055,1.09e-05,0.000763118,8.14e-05,0.000179027,0.000269881,1.64e-06,0.000114298,1.22e-05,2.68e-05,4.04e-05,3.17e-06,0.000221111,2.36e-05,5.19e-05,7.82e-05,7.67e-06,0.000534784,5.71e-05,0.00012546,0.000189133
"13646","1810040859307362018-09-01",1.292627036,6.49651366,3.093694219,3.373860798,1.549258886,2.32e-06,0.000263779,2.41e-05,5.84e-05,9.1e-05,1.31e-09,1.54e-07,1.37e-08,3.47e-08,5.62e-08,2.98e-08,3.4e-06,3.1e-07,7.55e-07,1.18e-06,7.83e-07,8.92e-05,8.16e-06,1.98e-05,3.08e-05
"13647","1810041342059482018-09-01",5.92e-06,0.00515748,0.0003781,0.001241589,0.002539462,9.54e-15,1.89e-08,4.93e-11,9.98e-09,6.1e-08,1.69e-15,3.37e-09,8.76e-12,1.77e-09,1.08e-08,2.96e-15,5.87e-09,1.53e-11,3.09e-09,1.89e-08,6.71e-15,1.33e-08,3.46e-11,7.02e-09,4.29e-08
"13652","1811050708016722018-09-01",0.162824177,1.926591853,0.528076958,0.729096806,0.59127417,7.52e-08,9.66e-05,1.75e-06,1.73e-05,4.43e-05,1.34e-08,1.72e-05,3.12e-07,3.08e-06,7.87e-06,2.33e-08,2.99e-05,5.43e-07,5.38e-06,1.37e-05,5.29e-08,6.79e-05,1.23e-06,1.22e-05,3.11e-05
"13657","1811231303578082018-09-01",4.701387423,22.3349873,10.65153836,11.61180868,5.376522625,4.64e-06,0.00084717,5.59e-05,0.000168455,0.000282654,6.95e-07,0.000126886,8.37e-06,2.52e-05,4.23e-05,1.34e-06,0.000245455,1.62e-05,4.88e-05,8.19e-05,3.25e-06,0.000593674,3.92e-05,0.000118049,0.00019808
"18519","16080308105523902016-09-01",1.322516355,8.044406696,3.404732141,3.762390757,2.033044214,1.14e-06,0.000315697,1.67e-05,5.57e-05,0.0001008,1.76e-07,4.87e-05,2.58e-06,8.59e-06,1.55e-05,3.41e-07,9.44e-05,5e-06,1.67e-05,3.01e-05,7.99e-07,0.000221176,1.17e-05,3.9e-05,7.06e-05
"18578","16080508464174862016-09-01",1.498476741,7.766353861,3.579865686,3.875195624,1.918126129,1.32e-06,0.000218287,1.51e-05,4.41e-05,7.67e-05,2.03e-07,3.37e-05,2.32e-06,6.79e-06,1.18e-05,3.94e-07,6.53e-05,4.51e-06,1.32e-05,2.29e-05,9.23e-07,0.000152931,1.06e-05,3.09e-05,5.38e-05
"18647","16080909153224072016-09-01",0.217908553,1.392460188,0.474835246,0.580942579,0.370732195,1.33e-08,7.89e-06,1.93e-07,1.47e-06,3.88e-06,3.1e-11,1.89e-08,4.54e-10,3.45e-09,9.12e-09,4.57e-10,2.73e-07,6.64e-09,5.05e-08,1.34e-07,5.78e-09,3.44e-06,8.41e-08,6.39e-07,1.69e-06
"18663","16080914253681042016-09-01",0.011102854,0.549087993,0.093355699,0.166138905,0.188073062,9.18e-10,1.37e-05,1.15e-07,2.36e-06,7.08e-06,1.63e-10,2.44e-06,2.05e-08,4.2e-07,1.26e-06,2.85e-10,4.25e-06,3.57e-08,7.33e-07,2.19e-06,6.46e-10,9.65e-06,8.1e-08,1.66e-06,4.98e-06
"18711","16081110402163562016-09-01",0.218955724,1.164770197,0.519207108,0.573302683,0.283393461,1.43e-07,3.1e-05,1.66e-06,5.33e-06,9.75e-06,8e-11,1.84e-08,9.63e-10,3.12e-09,5.78e-09,1.83e-09,4.01e-07,2.15e-08,6.88e-08,1.26e-07,4.83e-08,1.05e-05,5.63e-07,1.8e-06,3.3e-06
"18732","16081114554791692016-09-01",1.114755506,4.530240904,2.27821393,2.466099779,1.043269921,1.96e-06,0.000169557,1.75e-05,4.01e-05,6.28e-05,1.11e-09,1.06e-07,9.9e-09,2.39e-08,3.9e-08,2.52e-08,2.19e-06,2.25e-07,5.19e-07,8.16e-07,6.63e-07,5.73e-05,5.91e-06,1.36e-05,2.12e-05
"18739","16081211131054762016-09-01",0.039653921,0.408329136,0.125637002,0.158721283,0.111560064,1.92e-08,1.3e-05,4.18e-07,2.55e-06,5.55e-06,3.42e-09,2.31e-06,7.43e-08,4.53e-07,9.87e-07,5.96e-09,4.03e-06,1.3e-07,7.89e-07,1.72e-06,1.35e-08,9.14e-06,2.94e-07,1.79e-06,3.91e-06
"18757","16081508511172662016-09-01",12.81682181,47.4216144,24.21630874,26.58343748,11.02411247,3.12e-05,0.001384831,0.000209298,0.000420687,0.000614804,1.78e-08,8.22e-07,1.19e-07,2.55e-07,4.04e-07,4.02e-07,1.79e-05,2.69e-06,5.45e-06,8.04e-06,1.06e-05,0.00046831,7.08e-05,0.000142282,0.000208006
"18763","16081513041892142016-09-01",3.752268236,14.30815104,7.306406276,7.986787773,3.31531775,3.17e-06,0.000399345,2.83e-05,7.68e-05,0.000132551,1.8e-09,2.3e-07,1.63e-08,4.55e-08,8.05e-08,4.08e-08,5.15e-06,3.65e-07,9.93e-07,1.72e-06,1.07e-06,0.000135038,9.58e-06,2.6e-05,4.48e-05
"18776","16081609081889162016-09-01",0.835716851,5.340634455,2.194620853,2.4945433,1.354002134,4.88e-07,0.000144896,7.55e-06,2.52e-05,4.39e-05,1.14e-09,3.43e-07,1.77e-08,6.03e-08,1.06e-07,1.68e-08,5e-06,2.6e-07,8.71e-07,1.52e-06,2.13e-07,6.32e-05,3.29e-06,1.1e-05,1.91e-05
"18807","16081709161231012016-09-01",63.80179215,228.4065883,127.4763917,134.4027843,52.80757625,0.001491824,0.027260496,0.006477145,0.00999353,0.010382812,0.000265152,0.004845409,0.001151258,0.001776398,0.001845995,0.000462374,0.008450363,0.0020077,0.003098403,0.003221271,0.001049177,0.019173095,0.004555446,0.007029221,0.007304907
"18818","16081712471161842016-09-01",53.12577741,210.018126,111.6778542,119.0488134,49.4189115,0.002245915,0.044703466,0.009889797,0.015912413,0.016837009,0.000399183,0.007946204,0.001757837,0.002828502,0.002993478,0.000696103,0.013859858,0.003065563,0.004933531,0.005223998,0.001579523,0.031443551,0.006955656,0.011192541,0.011846497
"18954","16082408544987542016-09-01",14.90402429,52.10195059,27.83207932,30.23403827,12.02414957,1.76e-05,0.001065702,0.000137464,0.000293302,0.000455374,4.14e-08,2.54e-06,3.23e-07,7.13e-07,1.16e-06,6.07e-07,3.68e-05,4.74e-06,1.02e-05,1.59e-05,7.69e-06,0.000464645,5.99e-05,0.000127914,0.000198705
"18975","16082413194684612016-09-01",5.517108712,21.60643102,10.98991244,11.82291069,5.075165368,6.14e-06,0.00062045,5.44e-05,0.000139304,0.000232882,1.44e-08,1.47e-06,1.27e-07,3.36e-07,5.79e-07,2.11e-07,2.14e-05,1.87e-06,4.82e-06,8.09e-06,2.68e-06,0.000270504,2.37e-05,6.07e-05,0.000101593
"19002","16082509252268562016-09-01",2.440499444,23.60298368,8.431552182,9.96517853,6.302191547,2.11e-06,0.001048667,5.09e-05,0.000193022,0.000347031,3.17e-07,0.000157068,7.63e-06,2.89e-05,5.2e-05,6.12e-07,0.000303852,1.48e-05,5.59e-05,0.000100549,1.48e-06,0.000734899,3.57e-05,0.000135265,0.000243193
"19118","16083116262962852016-09-01",19.30399073,61.66575178,34.39084063,37.20752294,13.49052969,0.000230808,0.007008385,0.00133899,0.002338096,0.003003612,4.1e-05,0.001245718,0.000237985,0.000415595,0.000533956,7.15e-05,0.002172589,0.000414986,0.000724839,0.000931559,0.00016232,0.004929287,0.000941673,0.001644511,0.002112986
"19119","16083116280973132016-09-01",0.020233072,0.250097643,0.07507524,0.09717134,0.074893743,9.23e-09,1.01e-05,2.46e-07,1.92e-06,4.74e-06,1.64e-09,1.79e-06,4.38e-08,3.42e-07,8.42e-07,2.86e-09,3.12e-06,7.64e-08,5.96e-07,1.47e-06,6.49e-09,7.08e-06,1.73e-07,1.35e-06,3.33e-06
"19182","16090712373970722016-09-01",33.14098378,116.9278004,59.96632847,66.17515881,26.81473417,0.00035698,0.011110582,0.001854678,0.003491875,0.004913164,5.5e-05,0.001712838,0.000285936,0.000538326,0.000757361,0.00010674,0.003322199,0.000554566,0.001044109,0.001469122,0.000250097,0.007784371,0.001299397,0.002446474,0.003442491
"19188","16090715080974402016-09-01",0.000209836,0.050983113,0.00643603,0.013876521,0.020446329,2.28e-12,6.39e-07,3.65e-09,1.52e-07,6.25e-07,4.06e-13,1.14e-07,6.48e-10,2.7e-08,1.11e-07,7.07e-13,1.98e-07,1.13e-09,4.71e-08,1.94e-07,1.61e-12,4.5e-07,2.56e-09,1.07e-07,4.4e-07
"19200","16090814021780972016-09-01",1.674260016,8.733483598,3.825075522,4.319015151,2.199216916,8.69e-07,0.000214957,1.07e-05,3.64e-05,6.93e-05,4.9e-10,1.26e-07,6.11e-09,2.13e-08,4.11e-08,1.12e-08,2.77e-06,1.38e-07,4.7e-07,8.96e-07,2.94e-07,7.27e-05,3.63e-06,1.23e-05,2.34e-05
"19318","16091514123243082016-09-01",1.881387612,10.7368949,4.658252415,5.097081417,2.568761176,1.38e-06,0.00030811,1.68e-05,5.45e-05,0.000101183,7.81e-10,1.87e-07,9.75e-09,3.19e-08,5.97e-08,1.77e-08,3.97e-06,2.17e-07,7.03e-07,1.31e-06,4.66e-07,0.000104191,5.69e-06,1.84e-05,3.42e-05
"19319","16091515362664052016-09-01",0.031975645,0.390325269,0.115199729,0.147301078,0.11106377,5.98e-09,5.68e-06,1.48e-07,1.04e-06,2.33e-06,3.34e-12,3.39e-09,8.38e-11,5.96e-10,1.34e-09,7.68e-11,7.35e-08,1.9e-09,1.34e-08,3e-08,2.02e-09,1.92e-06,5e-08,3.51e-07,7.87e-07
"19482","16092913305366702016-09-01",0.20382737,1.320107836,0.533990971,0.615725884,0.353399661,8.44e-08,2.78e-05,1.24e-06,4.7e-06,9.07e-06,4.76e-11,1.6e-08,7.01e-10,2.74e-09,5.38e-09,1.09e-09,3.59e-07,1.6e-08,6.07e-08,1.17e-07,2.86e-08,9.41e-06,4.2e-07,1.59e-06,3.07e-06
"19485","16092914272089492016-09-01",3.591831684,13.30058219,6.879340485,7.394491264,3.10702047,7.76e-06,0.000865037,6.95e-05,0.000188169,0.000327492,1.38e-06,0.000153773,1.24e-05,3.34e-05,5.82e-05,2.41e-06,0.000268251,2.15e-05,5.83e-05,0.000101527,5.46e-06,0.000608502,4.89e-05,0.000132342,0.000230343
"19490","16092916023889462016-09-01",0.268349807,2.924498946,0.909925362,1.130038573,0.808491717,6.39e-08,4.76e-05,1.45e-06,9.06e-06,2.02e-05,3.59e-11,2.76e-08,8.14e-10,5.21e-09,1.16e-08,8.22e-10,6.13e-07,1.87e-08,1.17e-07,2.6e-07,2.16e-08,1.61e-05,4.91e-07,3.06e-06,6.83e-06
"19502","16100310170018152016-09-01",3.436348594,10.88363404,6.138076238,6.512227998,2.33893957,2.72e-06,0.000106001,1.6e-05,3.13e-05,4.6e-05,4.19e-07,1.63e-05,2.47e-06,4.83e-06,7.1e-06,8.13e-07,3.17e-05,4.79e-06,9.36e-06,1.38e-05,1.9e-06,7.43e-05,1.12e-05,2.19e-05,3.22e-05
"19509","16100313165889972016-09-01",43.45443675,138.0437647,76.77506664,82.73843582,31.19043807,0.000528591,0.012829301,0.002469568,0.004243283,0.005114027,8.15e-05,0.001977718,0.000380742,0.000654162,0.000788302,0.000158053,0.00383615,0.000738421,0.001268791,0.001529192,0.000370326,0.008988796,0.001730169,0.002972928,0.003583295
"19525","16100510513021652016-09-01",22.18597155,74.91564107,41.15222942,43.7438005,16.55404251,0.000170789,0.007894226,0.001257036,0.002367635,0.003320424,2.63e-05,0.001217055,0.000193802,0.000365012,0.000511866,5.11e-05,0.002360446,0.000375864,0.000707947,0.000992855,0.000119653,0.00553073,0.000880672,0.001658797,0.002326436
"19532","16100515373142542016-09-01",1.593588204,9.223299851,4.060268802,4.40665365,2.225873356,7.74e-07,0.000178905,1.02e-05,3.36e-05,5.94e-05,1.16e-07,2.68e-05,1.53e-06,5.03e-06,8.9e-06,2.24e-07,5.18e-05,2.96e-06,9.73e-06,1.72e-05,5.42e-07,0.000125374,7.16e-06,2.35e-05,4.16e-05
"19540","16100612215065372016-09-01",0.41062636,2.397303874,0.99814697,1.126501922,0.596007468,1.32e-07,3.76e-05,1.7e-06,6.59e-06,1.26e-05,3.08e-10,9.21e-08,4.01e-09,1.57e-08,3.03e-08,4.55e-09,1.3e-06,5.87e-08,2.27e-07,4.37e-07,5.77e-08,1.64e-05,7.4e-07,2.87e-06,5.51e-06
"19546","16101110223237672016-09-01",2.67e-05,0.015534203,0.001425416,0.003884666,0.006574845,2.99e-14,5.12e-08,1.43e-10,1.27e-08,5.6e-08,6.91e-17,1.19e-10,3.3e-13,2.95e-11,1.3e-10,1.03e-15,1.76e-09,4.91e-12,4.35e-10,1.93e-09,1.3e-14,2.23e-08,6.23e-11,5.52e-09,2.44e-08
"19555","16101209373242852016-09-01",0.246982894,1.784807187,0.669274989,0.78340146,0.47064385,2.78e-07,0.000115856,4.61e-06,1.89e-05,3.69e-05,4.95e-08,2.06e-05,8.2e-07,3.37e-06,6.55e-06,8.63e-08,3.59e-05,1.43e-06,5.87e-06,1.14e-05,1.96e-07,8.15e-05,3.24e-06,1.33e-05,2.59e-05
"19560","16101214200883052016-09-01",0.1223783,1.128610883,0.392254487,0.464050214,0.302665257,1.19e-08,6.2e-06,2.41e-07,1.14e-06,2.7e-06,6.64e-12,3.92e-09,1.36e-10,6.6e-10,1.56e-09,1.53e-10,8.07e-08,3.1e-09,1.47e-08,3.48e-08,4.02e-09,2.1e-06,8.16e-08,3.87e-07,9.14e-07
"19562","16101308525035072016-09-01",0.222221461,1.930417791,0.685349471,0.806702058,0.503327799,1.04e-07,4.66e-05,1.92e-06,8.21e-06,1.6e-05,5.8e-11,2.88e-08,1.08e-09,4.77e-09,9.38e-09,1.33e-09,6.04e-07,2.47e-08,1.06e-07,2.06e-07,3.5e-08,1.58e-05,6.49e-07,2.78e-06,5.4e-06
"19565","16101315290628462016-09-01",21.88400449,69.02974,38.55253686,41.65798169,14.83812366,6.9e-05,0.002214338,0.000400483,0.000701553,0.000887001,1.03e-05,0.000331657,6e-05,0.000105078,0.000132859,2e-05,0.000641584,0.000116032,0.000203275,0.000257033,4.84e-05,0.001551766,0.000280646,0.000491643,0.000621637
"19566","16101316253652552016-09-01",0.003187765,0.188338969,0.033435531,0.058707932,0.067695914,1.65e-10,3.12e-06,3.32e-08,6.62e-07,2.28e-06,2.93e-11,5.54e-07,5.9e-09,1.18e-07,4.06e-07,5.11e-11,9.67e-07,1.03e-08,2.05e-07,7.07e-07,1.16e-10,2.19e-06,2.34e-08,4.66e-07,1.6e-06
"19567","16101710150739482016-09-01",3.060876709,16.93928688,7.320157882,8.180561948,4.197622166,3.95e-06,0.00072466,4.95e-05,0.000149223,0.000277163,5.92e-07,0.000108536,7.41e-06,2.24e-05,4.15e-05,1.14e-06,0.000209959,1.43e-05,4.32e-05,8.03e-05,2.77e-06,0.000507821,3.47e-05,0.000104573,0.000194233
"19569","16101715173474852016-09-01",1.1119819,5.364143487,2.337200104,2.621588307,1.300729728,6.02e-07,0.000161606,6.75e-06,2.54e-05,4.97e-05,3.4e-10,9.43e-08,3.84e-09,1.48e-08,2.93e-08,7.74e-09,2.09e-06,8.69e-08,3.27e-07,6.42e-07,2.04e-07,5.47e-05,2.28e-06,8.57e-06,1.68e-05
"19571","16101810083750302016-09-01",0.001188551,0.066400086,0.01025028,0.019637869,0.025266724,2.43e-11,5.54e-07,3.17e-09,1.06e-07,3.8e-07,1.35e-14,3.2e-10,1.77e-12,5.98e-11,2.14e-10,3.11e-13,7.14e-09,4.07e-11,1.37e-09,4.89e-09,8.2e-12,1.87e-07,1.07e-09,3.59e-08,1.29e-07
"19574","16101909591228152016-09-01",0.825445719,5.382101126,2.053624668,2.403137319,1.361962784,1.15e-06,0.000414374,1.77e-05,6.94e-05,0.00012936,2.04e-07,7.37e-05,3.14e-06,1.23e-05,2.3e-05,3.57e-07,0.000128467,5.47e-06,2.15e-05,4.01e-05,8.09e-07,0.000291457,1.24e-05,4.88e-05,9.1e-05
"19575","16101914152397652016-09-01",2.481970752,11.76102274,5.83018272,6.17329401,2.807138436,3.59e-06,0.000421114,3.79e-05,9.2e-05,0.00014454,6.39e-07,7.48e-05,6.74e-06,1.63e-05,2.57e-05,1.11e-06,0.000130523,1.18e-05,2.85e-05,4.48e-05,2.53e-06,0.000296166,2.67e-05,6.47e-05,0.000101665
"19580","16102710331232972016-09-01",0.043202313,0.496201148,0.143556686,0.183543555,0.135559274,2.19e-08,1.95e-05,5.06e-07,3.58e-06,8.14e-06,3.88e-09,3.47e-06,8.99e-08,6.36e-07,1.45e-06,6.77e-09,6.05e-06,1.57e-07,1.11e-06,2.52e-06,1.54e-08,1.37e-05,3.56e-07,2.52e-06,5.72e-06
"19581","16102712080361972016-09-01",2.994894922,10.73133391,5.840157335,6.125054362,2.445634891,1.78e-05,0.000992214,0.000136262,0.00027778,0.000408564,2.75e-06,0.000152966,2.1e-05,4.28e-05,6.3e-05,5.33e-06,0.000296683,4.07e-05,8.31e-05,0.000122166,1.25e-05,0.000695163,9.55e-05,0.000194615,0.000286255
"19582","16102714453525922016-09-01",4.005551931,13.44283289,7.249131451,7.786609678,3.010088125,6.86e-06,0.000623124,5.48e-05,0.000138077,0.000223972,1.06e-06,9.61e-05,8.45e-06,2.13e-05,3.45e-05,2.05e-06,0.00018632,1.64e-05,4.13e-05,6.7e-05,4.81e-06,0.000436568,3.84e-05,9.67e-05,0.00015692
"19585","16103116133681472016-09-01",0.455931947,3.421615656,1.223710264,1.451655597,0.893545809,4.45e-07,0.000195326,7.32e-06,3.42e-05,6.73e-05,7.9e-08,3.47e-05,1.3e-06,6.08e-06,1.2e-05,1.38e-07,6.05e-05,2.27e-06,1.06e-05,2.09e-05,3.13e-07,0.000137374,5.15e-06,2.41e-05,4.74e-05
"19586","16110308174761592016-09-01",5.081669661,18.49700942,9.733455496,10.49250328,4.315516967,1.19e-05,0.000673484,9.59e-05,0.000199557,0.000308466,2.78e-08,1.61e-06,2.25e-07,4.85e-07,7.88e-07,4.1e-07,2.33e-05,3.3e-06,6.91e-06,1.08e-05,5.19e-06,0.000293646,4.18e-05,8.7e-05,0.000134615
"19587","16110309160357792016-09-01",2.12e-06,0.002314759,0.000147182,0.000556191,0.001141025,1.93e-15,1.01e-08,1.7e-11,4.16e-09,2.27e-08,3.42e-16,1.79e-09,3.02e-12,7.39e-10,4.04e-09,5.97e-16,3.12e-09,5.26e-12,1.29e-09,7.04e-09,1.35e-15,7.09e-09,1.19e-11,2.92e-09,1.6e-08
"19588","16110311203199692016-09-01",25.49715987,81.26347839,45.81117704,48.43993064,17.48094551,0.000222132,0.008275673,0.00140448,0.002623037,0.00375574,3.42e-05,0.001275853,0.000216534,0.000404385,0.000578969,6.64e-05,0.002474507,0.00041995,0.000784316,0.001123022,0.000155624,0.005798005,0.00098397,0.001837739,0.002631451
"19589","16110816162981262016-09-01",69.17460501,216.3260555,122.9652736,131.879667,47.01873691,0.000654911,0.01314111,0.002959758,0.004636412,0.004931782,9.81e-05,0.00196824,0.0004433,0.00069444,0.000738722,0.000189749,0.003807545,0.000857549,0.001343421,0.001429211,0.000458942,0.009209074,0.002074122,0.003249192,0.003456465
"19594","16111616394616792016-09-01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"19595","16111616402732582016-09-01",2.41e-05,0.006637625,0.00083245,0.001813619,0.002715807,2.12e-13,7.59e-08,4.2e-10,1.91e-08,8.21e-08,3.78e-14,1.35e-08,7.46e-11,3.4e-09,1.46e-08,6.58e-14,2.35e-08,1.3e-10,5.93e-09,2.54e-08,1.49e-13,5.34e-08,2.95e-10,1.35e-08,5.77e-08
"19596","16111616411999302016-09-01",32.13148848,99.0705062,55.66615029,60.45511878,21.13565527,0.000161675,0.003747039,0.000754821,0.001215975,0.001361862,2.42e-05,0.000561243,0.000113054,0.000182128,0.000203988,4.68e-05,0.001085784,0.000218697,0.000352332,0.000394649,0.000113296,0.002626006,0.000528957,0.000852151,0.00095445
"19597","16111616413783122016-09-01",9.141804582,34.20190032,17.89725194,19.50961898,7.874613942,0.000128852,0.003072195,0.000656908,0.001076545,0.001222549,7.35e-08,1.9e-06,3.8e-07,6.67e-07,8.8e-07,1.66e-06,3.98e-05,8.47e-06,1.4e-05,1.62e-05,4.36e-05,0.001039034,0.000222147,0.000364097,0.000413729
"19598","16111616421338472016-09-01",0.473498264,2.495911023,1.131932527,1.245953193,0.608740241,3.36e-07,5.89e-05,4.3e-06,1.25e-05,2.14e-05,7.85e-10,1.4e-07,1.01e-08,3.01e-08,5.23e-08,1.16e-08,2.03e-06,1.48e-07,4.33e-07,7.43e-07,1.46e-07,2.57e-05,1.88e-06,5.46e-06,9.35e-06
"19599","16111616431594222016-09-01",0.003401953,0.094629189,0.018687444,0.031166412,0.033383713,2.41e-10,1.6e-06,1.48e-08,2.76e-07,8.6e-07,3.72e-11,2.46e-07,2.28e-09,4.26e-08,1.33e-07,7.21e-11,4.78e-07,4.42e-09,8.26e-08,2.57e-07,1.69e-10,1.12e-06,1.03e-08,1.94e-07,6.03e-07
"19600","16111616433990922016-09-01",15.72898807,51.45097968,28.89165999,30.12688172,10.62102277,4.27e-05,0.002814905,0.000316288,0.000675534,0.000993433,6.39e-06,0.000421635,4.74e-05,0.00010118,0.000148797,1.24e-05,0.000815728,9.16e-05,0.000195732,0.000287855,2.99e-05,0.001972813,0.000221647,0.000473404,0.000696201
"19602","16112309202346402016-09-01",3.535710342,15.04934517,7.158437949,8.099046356,3.769381275,5.29e-06,0.000381506,4.68e-05,0.000110202,0.000186692,3e-09,2.22e-07,2.68e-08,6.6e-08,1.2e-07,6.8e-08,4.92e-06,6.04e-07,1.43e-06,2.43e-06,1.79e-06,0.00012901,1.58e-05,3.73e-05,6.32e-05
"19603","16112311152389002016-09-01",36.4499382,142.8402995,73.79841823,80.80230332,34.38544659,0.000228642,0.008027033,0.001373977,0.002566072,0.003654035,3.42e-05,0.001202306,0.000205788,0.000384343,0.000547322,6.62e-05,0.002325966,0.000398089,0.000743519,0.001058883,0.000160224,0.005625467,0.000962845,0.001798284,0.002560893
"19604","16112312420512502016-09-01",2.297439957,8.706814015,4.509194925,4.792003252,1.951135581,5.29e-06,0.000441145,4.61e-05,9.98e-05,0.000150037,9.4e-07,7.84e-05,8.19e-06,1.77e-05,2.67e-05,1.64e-06,0.000136749,1.43e-05,3.09e-05,4.65e-05,3.72e-06,0.000310271,3.24e-05,7.02e-05,0.000105534
"19605","16120114151030462016-09-01",0.000238984,0.028236631,0.00331715,0.00778135,0.012232864,1.81e-12,1.56e-07,6.85e-10,4.71e-08,2.32e-07,3.23e-13,2.77e-08,1.22e-10,8.37e-09,4.12e-08,5.62e-13,4.84e-08,2.12e-10,1.46e-08,7.18e-08,1.28e-12,1.1e-07,4.82e-10,3.31e-08,1.63e-07
"19606","16120115331089512016-09-01",1.480362929,5.308163092,2.686089112,2.984580647,1.21876813,1.52e-06,0.000188621,1.23e-05,3.51e-05,6.64e-05,2.7e-07,3.35e-05,2.19e-06,6.24e-06,1.18e-05,4.71e-07,5.85e-05,3.82e-06,1.09e-05,2.06e-05,1.07e-06,0.000132654,8.67e-06,2.47e-05,4.67e-05
"19607","16120116430894482016-09-01",5.465722914,24.31161014,11.4057252,12.67652446,5.993694613,7.54e-06,0.000617245,6.77e-05,0.000166524,0.000283691,4.26e-09,3.75e-07,3.85e-08,9.94e-08,1.81e-07,9.69e-08,8e-06,8.71e-07,2.15e-06,3.7e-06,2.55e-06,0.000208765,2.29e-05,5.63e-05,9.6e-05
